nitEmpresa,sigla,tipo,activos,tipo_entidad
900864015,AGROEMPRESA LIMITADA,Cooperativas y otras,4688962757.00,3
891802019,,Cooperativas y otras,4687866527.00,4
860048861,COOPTRACONALVIDRIOS,Cooperativas y otras,4687406891.00,3
800103061,COACPESAN,Cooperativas y otras,4683722906.00,3
860504068,FEMINDE,Fondos de empleados,4681533358.00,3
890704636,COOMFONELEC,Cooperativas y otras,4625142283.00,3
800160098,FELICA,Fondos de empleados,4612747158.00,4
860522660,COOPANAMERICANA,Cooperativas y otras,4612705292.00,2
860046238,COOPTADEO,Cooperativas y otras,4610914898.00,4
890002250,FEDEPTAL,Fondos de empleados,4599124171.00,3
830034988,FONLUMINEX,Fondos de empleados,4598522395.00,1
802003136,COOEDIAN,Cooperativas y otras,4597341518.00,2
860530443,FEPAVCO,Fondos de empleados,4573063856.00,3
860048152,FEMPAS,Fondos de empleados,4570417951.00,3
891800770,COINTRASALUD,Cooperativas y otras,4561128123.00,1
900089602,CIC,Cooperativas y otras,4559906655.00,1
900539214,FEMFIS,Fondos de empleados,4559430845.00,1
860514013,COOTRANOR,Cooperativas y otras,4554649091.00,4
900483865,ELIMCOOP,Cooperativas y otras,4545327604.00,4
805005868,FESI,Fondos de empleados,4538577151.00,4
811014096,FODES,Fondos de empleados,4516742683.00,1
900420631,FEITM,Fondos de empleados,4513391838.00,3
860013465,COOGEOGRAFICO,Cooperativas y otras,4503828746.00,4
805011263,,Cooperativas y otras,4500310083.00,2
800172136,FEMTECBACO,Fondos de empleados,4494629505.00,1
890326111,COOPDELIMA,Cooperativas y otras,4470453798.00,3
804002880,FRESKOOP LTDA,Cooperativas y otras,4457197534.00,2
900045527,WALLANCOOP,Cooperativas y otras,4457194925.00,3
890202076,COOPCLERO LTDA,Especializada,4438960963.00,3
820000048,COOSBOY,Cooperativas y otras,4436546287.00,2
860042156,FEDESAP,Fondos de empleados,4436351143.00,4
890209581,CONALVIVIENDA LTDA,Cooperativas y otras,4427937974.00,2
832001828,FEM,Fondos de empleados,4408798089.00,4
860037047,FONLEG,Fondos de empleados,4385418570.00,3
811035635,FOEMSOMA,Fondos de empleados,4385388415.00,2
800040199,FEPOSTOLUX,Fondos de empleados,4379084536.00,3
900463179,FOBIPUTCH,Fondos de empleados,4373795001.00,2
811037420,AMUSSE,Cooperativas y otras,4372589196.00,3
830024777,FEFALCON,Fondos de empleados,4361004753.00,2
860022447,COOEDUCOL,Cooperativas y otras,4359959419.00,3
807002784,FOMATONORT,Fondos de empleados,4355492193.00,4
860007346,FEDETEL,Fondos de empleados,4351797186.00,2
890303840,FELILLY,Fondos de empleados,4349675435.00,1
860032715,COOPEMEN,Cooperativas y otras,4318078890.00,3
860030880,CREECER,Fondos de empleados,4318067677.00,2
890300635,COOMPARTIR,Especializada,4312264780.00,1
830055081,FONVERMONT,Fondos de empleados,4294586304.00,4
901282316,PREKONECTAR,Cooperativas y otras,4287063729.00,4
830032059,G.E.S.,Cooperativas y otras,4283330315.00,4
800089237,FEROLDAN,Fondos de empleados,4276670277.00,2
830073560,FODECOR,Fondos de empleados,4273210114.00,4
860515691,COOMERSANV,Cooperativas y otras,4262246415.00,2
860006607,,Fondos de empleados,4241549095.00,2
860525616,COOPEFUAC,Cooperativas y otras,4240762690.00,3
890311104,FONGRUPO,Fondos de empleados,4238815640.00,1
900528910,COOPHUMANA,Cooperativas y otras,4237348797.00,1
890701550,CAFINORTE LTDA,Cooperativas y otras,4233474145.00,1
890319875,COINDULICORES,Cooperativas y otras,4233082511.00,4
810000523,COBIENESTAR,Cooperativas y otras,4229259919.00,4
890501163,FAPROEM-UFPS,Fondos de empleados,4220088416.00,2
891900487,CAFICAICEDONIA,Cooperativas y otras,4217566492.00,1
890985172,COOAGRUPO,Especializada,4204518577.00,1
900167297,FEDE-ICESI,Fondos de empleados,4163802346.00,4
819005297,,Fondos de empleados,4159508406.00,4
860522320,FONBOCA,Fondos de empleados,4149709596.00,2
900569186,COOPRUCRED SC,Cooperativas y otras,4138269587.00,2
890506399,FAYCEN,Fondos de empleados,4129350592.00,1
860524971,COOPADUCTOS LTDA,Cooperativas y otras,4127838700.00,4
860530024,FEMSA,Fondos de empleados,4123257206.00,4
860020315,COOPECOL LTDA.,Cooperativas y otras,4122939935.00,1
900200969,FEMCENTRAL,Fondos de empleados,4115660509.00,1
802006190,FONDEATLAN,Fondos de empleados,4106870999.00,3
891856065,CIDEB,Cooperativas y otras,4093262391.00,4
890981629,,Cooperativas y otras,4085500337.00,4
890804386,COOPEBENEFICENCIA,Cooperativas y otras,4080449057.00,4
900469860,COOPORCICULTORES,Cooperativas y otras,4077228530.00,3
890984906,FEIDEA,Fondos de empleados,4070837686.00,2
801002901,FE IBG,Fondos de empleados,4052729204.00,2
900174349,FEGRUPO,Fondos de empleados,4049926521.00,1
805028602,COOPEOCCIDENTE,Cooperativas y otras,4033360607.00,4
805029112,TRASCENDER,Cooperativas y otras,4025053033.00,3
800239588,FEDIMEL,Fondos de empleados,4012413376.00,1
806001758,FONAMERICAS,Fondos de empleados,3990142318.00,3
830510344,COOPERAS,Cooperativas y otras,3986065096.00,4
811001810,COOMACO,Cooperativas y otras,3976836445.00,3
891855073,FEPYM,Fondos de empleados,3976225442.00,2
834000842,COOPRODES,Cooperativas y otras,3973100052.00,2
800068341,FEDIANI,Fondos de empleados,3964346706.00,2
860523620,COOCARBOCUBA,Cooperativas y otras,3959822962.00,2
860010949,FODECOM,Fondos de empleados,3955995050.00,1
860527923,FEDEAON,Fondos de empleados,3946578998.00,4
900380728,COOPDENAL,Cooperativas y otras,3936584302.00,3
801003456,FESCOOP LTDA.,Fondos de empleados,3925073115.00,1
900744575,,Fondos de empleados,3924054896.00,1
890329373,FEQUIBA,Fondos de empleados,3920975498.00,4
900048114,FONDECAR,Fondos de empleados,3920183272.00,3
860062928,FONDECLUM,Fondos de empleados,3914519178.00,4
860021786,COOPSUPERFINANCIERA,Cooperativas y otras,3907129823.00,4
825001080,FODECOM,Fondos de empleados,3888749608.00,1
830060785,COPIDESARROLLO,Cooperativas y otras,3888623085.00,1
800145171,FEDAXA,Fondos de empleados,3885021539.00,4
813011456,COAGROBRISAS LTDA,Cooperativas y otras,3880684762.00,1
890908528,FEUDEA,Fondos de empleados,3874146537.00,3
860091062,FONDECOL,Fondos de empleados,3872357947.00,4
830020346,FONDEAR,Fondos de empleados,3862602643.00,3
900277396,COOCARBELL,Cooperativas y otras,3860688783.00,3
805002559,FONEHUV,Fondos de empleados,3859253434.00,1
800002845,FEMUE,Fondos de empleados,3856518668.00,2
816005029,FONAUSTIN,Fondos de empleados,3852220491.00,1
901165736,EMCOOAGRICOLA,Cooperativas y otras,3848478368.00,3
809011829,,Cooperativas y otras,3848340929.00,2
800018645,CUPE LTDA.,Cooperativas y otras,3846762914.00,3
900013001,FEWCO,Fondos de empleados,3835463101.00,1
860531641,FONDEPRINTER,Fondos de empleados,3820573256.00,4
811016934,COOCULTURA,Cooperativas y otras,3814503734.00,2
821002831,FOSIN,Fondos de empleados,3797677139.00,4
860600075,FEMSOL,Fondos de empleados,3795516456.00,4
900143299,BANAFRUCOOP,Cooperativas y otras,3789951385.00,4
830019923,COOPMINERALES LTDA,Cooperativas y otras,3781454800.00,3
830023205,FEDEHOLA,Fondos de empleados,3775646686.00,2
900273060,FONSECURITAS,Fondos de empleados,3768835061.00,3
890332141,COUNIVALLE,Cooperativas y otras,3767797072.00,1
800192807,COOFINANZAS,Cooperativas y otras,3754057231.00,1
900402136,FONSEGURCOL,Fondos de empleados,3753920902.00,1
800196955,COOMUCOP,Cooperativas y otras,3753349658.00,1
900174302,COOAGRIPEC,Cooperativas y otras,3747555756.00,1
901302265,COEXPROCAFE,Cooperativas y otras,3746425733.00,3
835000894,COOPEMPACIFICO,Cooperativas y otras,3745930538.00,4
890701083,COOTRASINTOL LTDA,Cooperativas y otras,3745538464.00,2
891408752,PROGRESEMOS,Cooperativas y otras,3745498279.00,3
890926570,SOYCOOP,Especializada,3738994588.00,2
890480019,COOMIBOL LTDA.,Cooperativas y otras,3729923491.00,1
830502234,COOPFINANCIAR,Cooperativas y otras,3719403748.00,4
900210266,COOPCOLOR,Cooperativas y otras,3696315238.00,1
860029593,COOPEMINAS,Cooperativas y otras,3688496956.00,3
830146627,COPDYSER LTDA,Cooperativas y otras,3684723446.00,4
890108513,COOMEDICOSTA,Cooperativas y otras,3683622312.00,4
891502273,,Fondos de empleados,3681650544.00,2
900313851,FIEBRE,Fondos de empleados,3673252813.00,4
891224280,FONEHDRO,Fondos de empleados,3664446829.00,3
900487927,FONDO EMPLEADOS BANAFRUT,Fondos de empleados,3660295898.00,1
804011578,CARDIOCOOP,Cooperativas y otras,3647897522.00,4
800224698,ACCIONPLUS,Fondos de empleados,3639967668.00,1
860016322,COOPTRAEXXON LTDA,Cooperativas y otras,3639715554.00,4
860507641,CONFECOOP,Cooperativas y otras,3638388968.00,2
860072485,FECOR,Fondos de empleados,3638367417.00,4
800218243,FEHUSAJ,Fondos de empleados,3632843146.00,4
891855267,NINGUNA,Cooperativas y otras,3626399397.00,2
800224514,FEFS,Fondos de empleados,3611398607.00,1
890803877,COOPEMAR LTDA,Cooperativas y otras,3607277826.00,4
830056639,FECC,Fondos de empleados,3605558866.00,4
800120235,FONMABE,Fondos de empleados,3602570247.00,4
800128454,COOIDE LTDA,Cooperativas y otras,3597283090.00,4
900302869,FONDECORE,Fondos de empleados,3594987367.00,1
901173487,FONEICO,Fondos de empleados,3594762607.00,1
830035729,FONMAKRO,Fondos de empleados,3583293523.00,2
860022183,FONDO DE EMPLEADOS FESAC,Fondos de empleados,3582403707.00,3
900605357,FONMIBUS,Fondos de empleados,3568769834.00,2
860014691,FEVIVA,Fondos de empleados,3565018604.00,4
860504495,ANALFE,Cooperativas y otras,3564619073.00,4
830035485,FEMSAR,Fondos de empleados,3558412756.00,3
800035413,,Cooperativas y otras,3556422037.00,2
822003618,COOTRAPENSIMETA,Cooperativas y otras,3535457092.00,1
811022580,FOINSA,Fondos de empleados,3528087700.00,1
891200465,COODEMIR LTDA.,Cooperativas y otras,3524882518.00,4
901431143,,Cooperativas y otras,3524712995.00,4
800122330,ATRAER,Cooperativas y otras,3518203618.00,4
900172451,,Fondos de empleados,3507692619.00,3
890001597,COODEQ,Cooperativas y otras,3507324872.00,2
800007514,CEMPECAFEN LTDA.,Cooperativas y otras,3503226849.00,1
890308250,EMPRENDEMOS,Cooperativas y otras,3502201538.00,4
811035705,LA COMUNA,Cooperativas y otras,3498095897.00,1
900353011,,Cooperativas y otras,3495114702.00,3
890108562,COOUNINORTE,Cooperativas y otras,3489889898.00,4
860525490,FONDEALGARRA,Fondos de empleados,3487472081.00,3
860079299,FONDO UNION,Fondos de empleados,3483712784.00,2
900261684,FONFENOCO,Fondos de empleados,3481033734.00,2
830002269,FECOL,Fondos de empleados,3473091822.00,4
890203096,COOTRASENA LTDA,Cooperativas y otras,3472478911.00,4
832004512,FONDERIO,Fondos de empleados,3465456218.00,2
890985459,FONEPRO,Fondos de empleados,3462091758.00,4
800065219,FONDEISSNAR LTDA,Fondos de empleados,3459757528.00,3
805024049,FONDOPEN,Fondos de empleados,3454086948.00,2
830514865,SOLINCOOP,Cooperativas y otras,3449698129.00,3
800159307,COOTUR LTDA,Cooperativas y otras,3448629873.00,1
860403961,COOPENSIDEMA,Cooperativas y otras,3426260970.00,3
800213039,COOPBARROBLANCO,Cooperativas y otras,3411855816.00,2
900107712,CIMA,Cooperativas y otras,3408956392.00,3
830054073,FEDISAN,Fondos de empleados,3402538737.00,3
800089427,COOMEGOP,Cooperativas y otras,3397856278.00,2
891855360,COOMULTELECOM,Cooperativas y otras,3391843826.00,1
890904071,AMPRI,Cooperativas y otras,3380594173.00,3
800243059,FEINSA,Fondos de empleados,3368539086.00,3
900255723,ALAS,Fondos de empleados,3364219216.00,3
900470625,COOFECTICREDITOS,Cooperativas y otras,3363812447.00,3
890985831,ACODEMA,Cooperativas y otras,3354807420.00,4
800044703,FONGERMANSA LTDA,Fondos de empleados,3345903047.00,1
860016237,FELSAN,Fondos de empleados,3344286738.00,2
900572138,,Fondos de empleados,3343577636.00,1
891857849,COOMESCA LTDA,Cooperativas y otras,3342865399.00,1
890323518,FEMCRISTAR,Fondos de empleados,3328632625.00,4
890801825, FESKINCO,Fondos de empleados,3326794179.00,1
807001246,FONDECENS,Fondos de empleados,3326368835.00,1
860066736,COOGUARPENAL LTDA.,Cooperativas y otras,3325900930.00,3
860066037,FESIC,Fondos de empleados,3318393243.00,2
800243125,FONFISCAL JUDICIAL,Fondos de empleados,3315251292.00,3
830036165,FONQUIMICAS,Fondos de empleados,3294671416.00,1
890982085,,Cooperativas y otras,3294316620.00,2
892002781,COOVIZORA,Cooperativas y otras,3289434519.00,1
891400428,,Cooperativas y otras,3284215759.00,4
901094540,ECOMUN,Cooperativas y otras,3283254243.00,2
900957199,COOAGROQUIN,Cooperativas y otras,3277053060.00,3
900377041,FONPROING,Fondos de empleados,3261441003.00,3
901217197,FONCONSTRUIMOS,Fondos de empleados,3261143646.00,4
860013780,COOPILLANTAS LTDA.,Cooperativas y otras,3260969979.00,4
891857924,COOEMPHORY LTDA,Cooperativas y otras,3257304938.00,2
901317349,TIERRACOOP,Cooperativas y otras,3250205528.00,2
890704303,FONPREUT,Fondos de empleados,3249282294.00,1
900052579,COMIPOL,Cooperativas y otras,3244601358.00,3
800143789,FEMAS,Fondos de empleados,3242514658.00,2
800119689,FONDEORO,Fondos de empleados,3234543881.00,1
819004364,COOTRADRUM,Cooperativas y otras,3221308134.00,4
800095011,FONSHAIO,Fondos de empleados,3215432556.00,3
830111713,FONSERPARK,Fondos de empleados,3212064004.00,3
800250159,COOGAVICOL,Cooperativas y otras,3189038436.00,3
860500131,FONDESEC LTDA,Fondos de empleados,3178194214.00,4
891224195,FENAP LTDA,Fondos de empleados,3170951169.00,4
890210111,FAVIC LTDA,Fondos de empleados,3169959963.00,1
804002465,COOMEB LTDA,Cooperativas y otras,3166344878.00,3
900018226,COFIPOR,Cooperativas y otras,3154033299.00,2
890317352,CREDICAFE,Cooperativas y otras,3153979189.00,3
800037493,FEMEN,Fondos de empleados,3146821214.00,3
900225666,FETROPI,Fondos de empleados,3145335213.00,3
800010511,FESERT,Fondos de empleados,3144630547.00,4
800217098,FEDEAV,Fondos de empleados,3143264691.00,2
890210750,CORFUTURO,Cooperativas y otras,3140124868.00,3
860015943,FONAVIAGEN,Fondos de empleados,3122065516.00,2
800045034,COONADOC,Cooperativas y otras,3113302351.00,4
800099407,FONBUSSIE,Fondos de empleados,3112621701.00,1
860045529,COODETRANSA,Cooperativas y otras,3110718685.00,2
800043069,FESDIS,Fondos de empleados,3104232013.00,1
800054946,COOPENESSA,Cooperativas y otras,3090526744.00,3
901407424,COMERGRANOS,Cooperativas y otras,3089611148.00,2
901459884,PRECOMERAGRO,Cooperativas y otras,3075563129.00,1
832000892,FONSAKOPP,Fondos de empleados,3073272071.00,4
901158901,COOFESAN,Cooperativas y otras,3069439632.00,3
800230004,FONDE GASES,Fondos de empleados,3067760369.00,4
800154767,FONDEFOS,Fondos de empleados,3066429932.00,2
900402749,COOPA,Cooperativas y otras,3060159038.00,3
900091214,COOCRESER,Cooperativas y otras,3055303759.00,4
800204740,FONDIMO,Fondos de empleados,3052880324.00,2
890803683,COOTRAPEN,Cooperativas y otras,3051336386.00,3
860043321,F A P R O,Fondos de empleados,3048128707.00,3
860037018,COOPERCAR,Cooperativas y otras,3045428053.00,3
800186333,FONDHL,Fondos de empleados,3043016694.00,4
830024750,COSOLIDARIZAR,Cooperativas y otras,3042034314.00,4
860039475,FECCA,Fondos de empleados,3038082744.00,2
811020030,FECOLSI,Fondos de empleados,3035046815.00,4
800064256,COOPEMUCP LTDA,Cooperativas y otras,3034458394.00,4
890320348,COOPERALUMINA LTDA.,Cooperativas y otras,3030406160.00,3
900236223,FOEC,Fondos de empleados,3027744915.00,1
900129514,FECOVI,Fondos de empleados,3017052732.00,2
900936929,FONDO IC,Fondos de empleados,3015844245.00,2
800215989,COOPUNIDOS,Cooperativas y otras,3004738392.00,2
901078799,COOP ALAGRO,Cooperativas y otras,3003831026.00,2
800202812,FONCHALVER,Fondos de empleados,2993280111.00,2
800034310,,Cooperativas y otras,2988851712.00,4
900853387,FOEMPAKC,Fondos de empleados,2987109671.00,2
860028267,COOEDCOGUA LTDA,Cooperativas y otras,2986334322.00,3
900631756,COOPERENKA I.A.C.,Cooperativas y otras,2982210834.00,4
900011467,FONALTEC,Fondos de empleados,2979217470.00,4
860509471,FEMZA,Fondos de empleados,2976670355.00,1
860511916,FEDI,Fondos de empleados,2975836434.00,2
805009269,FONAMERICA,Fondos de empleados,2966312681.00,4
900576811,KUKOAHORRO,Fondos de empleados,2956507481.00,3
860025469,COOPPAVI,Cooperativas y otras,2954993517.00,2
900590094,FONPROMITEL,Fondos de empleados,2948090629.00,1
860019389,FEMCER,Fondos de empleados,2947999028.00,1
900425966,FONCOLIBRI,Fondos de empleados,2947978998.00,1
811004153,FEDEXTRU,Fondos de empleados,2946169962.00,2
900230801,FECHUB,Fondos de empleados,2944836161.00,3
860517614,FRFR,Fondos de empleados,2935248000.00,3
805007166,FONSURTI,Fondos de empleados,2927417386.00,2
890805656,FONDELIC,Fondos de empleados,2921608922.00,4
800073081,FELITAXI,Fondos de empleados,2918002612.00,2
891903914,FONAHORROS MORELIA,Fondos de empleados,2916360719.00,3
800196423,FONEMFLEX,Fondos de empleados,2913495561.00,4
811005411,COOMERCA,Cooperativas y otras,2907188555.00,2
891800332,COOMBOY LTDA.,Cooperativas y otras,2900325442.00,4
825001066,FECCER,Fondos de empleados,2883811027.00,3
860403823,FEPROFUC,Fondos de empleados,2881042498.00,4
800055069,COODEGUA,Cooperativas y otras,2878656381.00,1
811035135,FONUDEM,Fondos de empleados,2868053866.00,4
811013014,VIBORAL TELECOMUNICACIONES,Cooperativas y otras,2851007365.00,2
800101733,FONAGUILA,Fondos de empleados,2846046761.00,1
814000742,COEMPRENDER,Cooperativas y otras,2837096260.00,2
811039703,VIDASOL,Cooperativas y otras,2818450228.00,4
900343119,FONANDINA,Fondos de empleados,2814920380.00,4
900396240,COMEPCAFE,Cooperativas y otras,2812569508.00,2
805003461,FOEMSALUD,Fondos de empleados,2812534013.00,1
832001268,FONPROSPERAR,Fondos de empleados,2811934393.00,1
860049995,FONCIENCIAS,Fondos de empleados,2808904076.00,2
860032064,COOPECREDITO LTDA,Cooperativas y otras,2800738722.00,3
891100732,COLCOOPERATIVO,Cooperativas y otras,2788538430.00,3
890703643,CENCOTOL,Cooperativas y otras,2788106071.00,2
802011099,COOTRASERTECA,Cooperativas y otras,2782534990.00,3
830086122,FONEMCOL,Fondos de empleados,2780928457.00,3
901455063,RYR-COOP,Cooperativas y otras,2777521287.00,4
800022098,COOIMPRESUR LTDA,Cooperativas y otras,2767148666.00,2
860020190,,Fondos de empleados,2757790456.00,2
890906743,LEALCOOP,Cooperativas y otras,2745030835.00,3
891855359,COOPEDUCAR DUITAMA,Cooperativas y otras,2739066116.00,1
830118952,FAZCOL,Fondos de empleados,2733000495.00,1
860035837,FEMDINISSAN,Fondos de empleados,2720235065.00,1
800074760,FACECOLFA,Fondos de empleados,2713458841.00,3
800035896,COOPRUSACA,Cooperativas y otras,2700586362.00,1
900351461,FECONALTURA,Fondos de empleados,2688166634.00,4
830018208,FONDOAVAYA,Fondos de empleados,2686845144.00,3
890205214,COMULSANDER LTDA,Cooperativas y otras,2680182802.00,3
800036380,COOTEAM LTDA,Cooperativas y otras,2670870627.00,2
900709759,COOFFEEX LTDA,Cooperativas y otras,2663481205.00,3
860519574,FEASA,Fondos de empleados,2663430359.00,1
900783900,COOMETAL,Cooperativas y otras,2662732945.00,2
830077631,COOPEHSIBO,Cooperativas y otras,2655667085.00,4
800012577,,Fondos de empleados,2649245564.00,4
891001125,COOPIAGROS,Cooperativas y otras,2645909019.00,2
800101770,FONEMROMAN,Fondos de empleados,2640983124.00,2
901043540,COOPLIDERSOCIAL,Cooperativas y otras,2638669232.00,1
860039817,FEMCNG,Fondos de empleados,2634686112.00,4
900731590,CRECER SOS,Fondos de empleados,2621310128.00,3
900386068,FONCOMMERCE,Fondos de empleados,2614932455.00,3
860519602,COACPROCOL,Cooperativas y otras,2613355450.00,1
830142724,FONFABER,Fondos de empleados,2609232107.00,2
891500074,COOMEBEF,Cooperativas y otras,2602418900.00,3
900230819,PRECOOPVIVERES,Cooperativas y otras,2590296337.00,4
890204901,COOTRAPAB LTDA,Cooperativas y otras,2589489279.00,2
900021379,CESAM,Cooperativas y otras,2585407353.00,4
830142259,COOPYMERCK,Cooperativas y otras,2581423523.00,3
890204740,,Cooperativas y otras,2574428760.00,1
891801659,COOAGROMIN,Cooperativas y otras,2569767318.00,4
800066135,COOAUTONOMA LTDA,Cooperativas y otras,2561498653.00,4
800075818,UNICOOMAYORCUN,Cooperativas y otras,2549995894.00,4
800071836,FESESUC,Fondos de empleados,2546325843.00,3
860505031,F E BRETANO,Fondos de empleados,2545459121.00,4
860047303,FONDAMA,Fondos de empleados,2542845073.00,4
890600272,COOPEDIA O.E.S,Cooperativas y otras,2540340039.00,3
830015137,CONVERGENTES,Cooperativas y otras,2536830111.00,1
810003952,CAFECOL,Cooperativas y otras,2528777950.00,1
900216449,FONTRAELIOT,Fondos de empleados,2526865140.00,3
890707070,FONDO FER,Fondos de empleados,2526288193.00,1
821000201,COOBIESTRACOL LTDA,Cooperativas y otras,2522173414.00,4
800142274,FEDAREM,Fondos de empleados,2519759598.00,4
830103094,FEGO,Fondos de empleados,2513350530.00,1
800190099,COMERAGRO LTDA.,Cooperativas y otras,2513218224.00,4
860078088,F E PRAXAIR,Fondos de empleados,2505950181.00,1
800108613,COOTRAINDUCANA,Cooperativas y otras,2505810817.00,1
832005197,FONALBATEQ,Fondos de empleados,2498232377.00,3
800162721,ASESORAR LIMITADA,Cooperativas y otras,2497490759.00,4
900834726,FONEDUCOR,Fondos de empleados,2497450298.00,2
830120996,CULTURAL ANDINO S.C.,Cooperativas y otras,2495629916.00,1
891408189,COOTRAP,Cooperativas y otras,2493331874.00,1
891801820,COOMECO,Cooperativas y otras,2493154414.00,4
900476495,CTCOOP,Cooperativas y otras,2488465425.00,1
800109599,FONDELEC,Fondos de empleados,2488004168.00,3
891224309,COESA,Cooperativas y otras,2486864223.00,4
830501495,COOAGREM,Cooperativas y otras,2485634741.00,4
800136389,FONGUAICARAMO,Fondos de empleados,2482786041.00,2
890504342,COADO LTDA.,Cooperativas y otras,2482627415.00,4
860024201,FEPAC,Fondos de empleados,2479170671.00,4
890304469,CENCOA,Cooperativas y otras,2476651539.00,3
800094091,COOMEXA O.C.,Cooperativas y otras,2475146972.00,2
830090449,COODECAFEC LTDA.,Cooperativas y otras,2462107250.00,4
891801078,DIACOOP O.C.,Cooperativas y otras,2460884545.00,3
800088585,FEMHAC,Fondos de empleados,2456859659.00,2
860047035,FONTRACARCOL,Fondos de empleados,2455355058.00,4
824002849,FECMU,Fondos de empleados,2454605834.00,4
900048401,COOPSANDER,Cooperativas y otras,2454575801.00,3
860054438,FESIKA,Fondos de empleados,2451447501.00,4
891502234,FADESCA,Fondos de empleados,2437370510.00,1
860027184,MADECOOP,Cooperativas y otras,2434915968.00,4
860504146,COOHIMAT,Cooperativas y otras,2434865620.00,2
860011164,COOPEREGINAL,Cooperativas y otras,2432177990.00,3
800202433,COODISTRIBUCIONES,Cooperativas y otras,2425375094.00,1
800099646,COOCIC,Cooperativas y otras,2423146479.00,3
800235022,FEMPACOR,Fondos de empleados,2423011277.00,1
800205712,COOINTEGRAL,Cooperativas y otras,2420768330.00,3
860353764,FRANCOL,Fondos de empleados,2417968560.00,2
830012829,JOYSMACOOL,Cooperativas y otras,2416738142.00,1
800180930,COOPCHOCESAR,Cooperativas y otras,2410911687.00,1
860016971,FEDOC,Fondos de empleados,2409898005.00,1
890318406,UNIDACOOP LTDA,Cooperativas y otras,2399232982.00,1
811019229,FEOSL,Fondos de empleados,2390807549.00,1
900900180,FONALDOR,Fondos de empleados,2389214064.00,2
800176286,COOLIVOS,Cooperativas y otras,2387426498.00,3
826000516,COOMDEXGAN LTDA,Cooperativas y otras,2368135647.00,4
823004332,COOPCRESER,Cooperativas y otras,2366382644.00,1
806004525,COOAS LTDA,Cooperativas y otras,2364740987.00,3
813012494,PROINMAT,Cooperativas y otras,2362885918.00,3
900298426,FONAGREPAL,Fondos de empleados,2361078466.00,4
900355332,FAMFUTURO,Fondos de empleados,2360286683.00,1
830043269,FONDEFEM,Fondos de empleados,2355219251.00,4
860029806,COONAVAL,Cooperativas y otras,2353316078.00,4
830003594,FONDEXCOL,Fondos de empleados,2347458321.00,2
830126810,FONULIBRE,Fondos de empleados,2343477050.00,4
900058270,COOMACOVALLE,Cooperativas y otras,2342857967.00,3
860047258,COOARTESANIAS,Cooperativas y otras,2342508900.00,3
900259883,FONDEGUANENTA,Fondos de empleados,2337324250.00,1
811004437,,Cooperativas y otras,2336727280.00,1
860039825,COOPMININTERIOR,Cooperativas y otras,2336691835.00,2
800128184,FONDEUC,Fondos de empleados,2331489724.00,3
890501820,COOTRASFENOR,Cooperativas y otras,2324853739.00,1
900248177,UNIDOS F.E.,Fondos de empleados,2321691152.00,2
804002298,COUNISANGIL LTDA,Cooperativas y otras,2317830649.00,4
811018015,FEDECOM,Fondos de empleados,2313675596.00,1
800123237,,Fondos de empleados,2311262043.00,1
860027764,COOIMPRENAL,Cooperativas y otras,2297711845.00,4
891380020,COOSVIPAL,Cooperativas y otras,2286076769.00,3
830080920,FELJUANRA,Fondos de empleados,2281460829.00,3
800089686,COMILBOY,Cooperativas y otras,2278468458.00,1
900584100,FEPROCOL,Fondos de empleados,2276377995.00,1
860520617,,Fondos de empleados,2274299038.00,3
813003821,AGROEXCAFE LTDA.,Cooperativas y otras,2264057146.00,2
900791808,FONMITEX,Fondos de empleados,2261833658.00,4
830049909,FONLLOREDA,Fondos de empleados,2260338128.00,4
900346346,FONEMPI,Fondos de empleados,2260196421.00,4
860049542,FONEBAC,Fondos de empleados,2259430052.00,4
890480900,COOTRAISSBOL,Cooperativas y otras,2258115044.00,3
900590039,FONDEBLU,Fondos de empleados,2255743598.00,4
800104873,FONDEBRAUN,Fondos de empleados,2251172147.00,1
890323838,FAEMPAIS,Fondos de empleados,2242894231.00,2
800212596,FERCOD,Fondos de empleados,2241860152.00,1
830082054,FONEMPRESAS,Fondos de empleados,2240976772.00,2
830053254,FESAGA,Fondos de empleados,2240630286.00,3
800237459,FERTA,Fondos de empleados,2237449784.00,3
860404490,SALUDFONDO,Fondos de empleados,2228163405.00,3
860055056,COOTRAPROMASA,Cooperativas y otras,2225148443.00,1
890980505,AMSM,Cooperativas y otras,2222348722.00,3
830079758,AFONDO,Fondos de empleados,2219003473.00,1
800143566,FEDECATOL,Fondos de empleados,2216730678.00,4
900270320,FEDEP,Fondos de empleados,2214292947.00,1
860040816,COOMSOPO,Cooperativas y otras,2214291646.00,3
830025868,COOCTEL,Cooperativas y otras,2211815131.00,4
860032597,COSALUD,Cooperativas y otras,2211453796.00,3
891902780,COOEMCAFE,Cooperativas y otras,2209633483.00,1
900523675,ACH+,Fondos de empleados,2200692385.00,4
800252296,CONFIAPIN,Cooperativas y otras,2183877062.00,4
900452022,ASPROYECTAR,Cooperativas y otras,2178274164.00,2
900435819,ASOMET,Cooperativas y otras,2177844107.00,3
826003807,COBINAGA,Cooperativas y otras,2176296088.00,4
890105255,FECAMARA,Fondos de empleados,2176163863.00,4
860508309,FECINECO,Fondos de empleados,2170698195.00,3
860036853,FEMCA,Fondos de empleados,2165579907.00,1
